,id,brand,categories,colors,prices.amountMin,prices.amountMax,prices.isSale,prices.currency,gender
14724,AVpfR30H1cnluZ0-hse9,VANS,"Women's Athletic Shoes,Shoes,Clothing,Women's Shoes",Grey - pewter,64.99,64.99,FALSE,USD,Women
14725,AVpfR30H1cnluZ0-hse9,VANS,"Women's Athletic Shoes,Shoes,Clothing,Women's Shoes",Grey - pewter,38.99,38.99,TRUE,USD,Women
14731,AVpfR5t1ilAPnD_xYuZn,Nike,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Not Available,69.99,69.99,FALSE,USD,Women
14776,AVpe8_Kk1cnluZ0-am4w,TOMS,"Women's Casual Shoes,Shoes,Women's Shoes,Clothing",Natural,46.99,46.99,FALSE,USD,Women
14777,AVpe8_Kk1cnluZ0-am4w,TOMS,"Women's Casual Shoes,Shoes,Women's Shoes,Clothing",Natural,41.65,41.65,FALSE,USD,Women
14778,AVpe8_Kk1cnluZ0-am4w,TOMS,"Women's Casual Shoes,Shoes,Women's Shoes,Clothing",Natural,41.69,41.69,FALSE,USD,Women
14779,AVpe8_Kk1cnluZ0-am4w,TOMS,"Women's Casual Shoes,Shoes,Women's Shoes,Clothing",Natural,41.67,41.67,FALSE,USD,Women
14780,AVpe8_Kk1cnluZ0-am4w,TOMS,"Women's Casual Shoes,Shoes,Women's Shoes,Clothing",Natural,46.03,46.03,FALSE,USD,Women
14781,AVpe8_Kk1cnluZ0-am4w,TOMS,"Women's Casual Shoes,Shoes,Women's Shoes,Clothing",Natural,41.68,41.68,FALSE,USD,Women
14799,AVpfVyfLilAPnD_xZ-jZ,Allegra K,"Juniors Blazers, Jackets & Vests,All Juniors' Clothing,Women's Clothing,Clothing, Shoes & Jewelry,Clothing,Juniors Clothing,Women's Blazers, Jackets & Vests",Not Available,53.99,53.99,FALSE,USD,Women
14800,AVpfVyfLilAPnD_xZ-jZ,Allegra K,"Juniors Blazers, Jackets & Vests,All Juniors' Clothing,Women's Clothing,Clothing, Shoes & Jewelry,Clothing,Juniors Clothing,Women's Blazers, Jackets & Vests",Not Available,25.99,25.99,TRUE,USD,Women
14815,AVpe8yEwLJeJML43zAmA,Nike,"Clothing, Shoes & Accessories,Team Sports,Women,Soccer,Shoes & Cleats,Sporting Goods",Yellow,75.0,75.0,FALSE,USD,Women
14816,AVpe8yEwLJeJML43zAmA,Nike,"Clothing, Shoes & Accessories,Team Sports,Women,Soccer,Shoes & Cleats,Sporting Goods",Yellow,39.99,39.99,FALSE,USD,Women
14817,AVpe8yEwLJeJML43zAmA,Nike,"Clothing, Shoes & Accessories,Team Sports,Women,Soccer,Shoes & Cleats,Sporting Goods",Yellow,45.0,45.0,TRUE,USD,Women
14823,AVpfTD1F1cnluZ0-iExT,Allegra K,"Luggage & Bags,Office Supplies,Home,Backpacks & Bags,School Supplies,Travel Bags,Backpacks,Bags & Accessories,Clothing, Shoes & Jewelry,Women's Accessories,Women's Messenger Bags & Backpacks",Not Available,19.99,19.99,FALSE,USD,Women
14824,AVpfTD1F1cnluZ0-iExT,Allegra K,"Luggage & Bags,Office Supplies,Home,Backpacks & Bags,School Supplies,Travel Bags,Backpacks,Bags & Accessories,Clothing, Shoes & Jewelry,Women's Accessories,Women's Messenger Bags & Backpacks",Not Available,8.99,8.99,TRUE,USD,Women
14825,AVpe37dW1cnluZ0-Ytx6,New Balance,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Brown,39.99,39.99,TRUE,USD,Women
14826,AVpe37dW1cnluZ0-Ytx6,New Balance,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Brown,150.0,150.0,FALSE,USD,Women
14827,AVpe37dW1cnluZ0-Ytx6,New Balance,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Brown,46.99,46.99,TRUE,USD,Women
14828,AVpe37dW1cnluZ0-Ytx6,New Balance,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Brown,37.99,37.99,TRUE,USD,Women
14829,AVpe37dW1cnluZ0-Ytx6,New Balance,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Brown,47.98,47.98,TRUE,USD,Women
14830,AVpfBXOmLJeJML430pHj,TOMS,"Women's Casual Shoes,Shoes,Women's Shoes,Clothing",ChocolateCanvas,43.2,43.2,TRUE,USD,Women
14831,AVpfBXOmLJeJML430pHj,TOMS,"Women's Casual Shoes,Shoes,Women's Shoes,Clothing",ChocolateCanvas,48.0,48.0,FALSE,USD,Women
14832,AVpfBXOmLJeJML430pHj,TOMS,"Women's Casual Shoes,Shoes,Women's Shoes,Clothing",ChocolateCanvas,107.96,107.96,FALSE,USD,Women
14833,AVpfBXOmLJeJML430pHj,TOMS,"Women's Casual Shoes,Shoes,Women's Shoes,Clothing",ChocolateCanvas,49.58,49.58,TRUE,USD,Women
14841,AVpfKl3XilAPnD_xWVo5,VANS,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Black - blackgrey,34.99,34.99,TRUE,USD,Women
14842,AVpfKl3XilAPnD_xWVo5,VANS,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Black - blackgrey,65.0,65.0,FALSE,USD,Women
14882,AVpfK785ilAPnD_xWcxZ,VANS,"Clothing,Shoes,Women's Shoes,Women's Athletic Shoes",Not Available,39.99,39.99,FALSE,USD,Women
14906,AVpfS-iNLJeJML436g1P,MUK LUKS,"Shoes,Women's Boots,Women's Shoes,Clothing,All Women's Shoes",Dark Beige,65.0,65.0,FALSE,USD,Women
14907,AVpfS-iNLJeJML436g1P,MUK LUKS,"Shoes,Women's Boots,Women's Shoes,Clothing,All Women's Shoes",Dark Beige,45.33,45.33,TRUE,USD,Women
14908,AVpfS-iNLJeJML436g1P,MUK LUKS,"Shoes,Women's Boots,Women's Shoes,Clothing,All Women's Shoes",Dark Beige,48.01,48.01,TRUE,USD,Women
14909,AVpfS-iNLJeJML436g1P,MUK LUKS,"Shoes,Women's Boots,Women's Shoes,Clothing,All Women's Shoes",Dark Beige,64.95,64.95,TRUE,USD,Women
14911,AVpfKx1K1cnluZ0-fXdH,adidas,"Team Sports,Soccer,Soccer Cleats & Shoes,Women's Soccer Cleats & Shoes",Not Available,39.98,39.98,FALSE,USD,Women
14943,AVpfWhdWilAPnD_xaNWY,VANS,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Gray,20.99,20.99,FALSE,USD,Women
14944,AVpe6Y67LJeJML43yI6a,Allegra K,"Juniors Blazers, Jackets & Vests,All Juniors' Clothing,Women's Clothing,Clothing, Shoes & Jewelry,Clothing,Women's Blazers, Jackets & Vests,Juniors Clothing",Not Available,71.99,71.99,FALSE,USD,Women
14945,AVpe6Y67LJeJML43yI6a,Allegra K,"Juniors Blazers, Jackets & Vests,All Juniors' Clothing,Women's Clothing,Clothing, Shoes & Jewelry,Clothing,Women's Blazers, Jackets & Vests,Juniors Clothing",Not Available,34.99,34.99,TRUE,USD,Women
14949,AVpe5wOoLJeJML43x5tH,Nine West,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Black,69.0,69.0,FALSE,USD,Women
14950,AVpe5wOoLJeJML43x5tH,Nine West,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Black,15.99,15.99,TRUE,USD,Women
14953,AVpe5weVLJeJML43x5zQ,Nike,"Athletic,Clothing, Shoes & Accessories,Team Sports,Women,Soccer,Shoes & Cleats,Sporting Goods,Women's Shoes",Green,54.65,54.65,FALSE,USD,Women
14954,AVpe5weVLJeJML43x5zQ,Nike,"Athletic,Clothing, Shoes & Accessories,Team Sports,Women,Soccer,Shoes & Cleats,Sporting Goods,Women's Shoes",Green,53.65,53.65,FALSE,USD,Women
14955,AVpe5weVLJeJML43x5zQ,Nike,"Athletic,Clothing, Shoes & Accessories,Team Sports,Women,Soccer,Shoes & Cleats,Sporting Goods,Women's Shoes",Green,50.97,50.97,TRUE,USD,Women
14963,AVpfK9Qk1cnluZ0-fbPH,New Balance,"Shoes,Women's Shoes,Clothing,All Women's Shoes","Blue,Grey,Green,Pink,Dark Blue,Purple,Teal,Neon Green",110.0,110.0,FALSE,USD,Women
14964,AVpfK9Qk1cnluZ0-fbPH,New Balance,"Shoes,Women's Shoes,Clothing,All Women's Shoes","Blue,Grey,Green,Pink,Dark Blue,Purple,Teal,Neon Green",44.9,44.9,TRUE,USD,Women
14978,AVpe6Lqy1cnluZ0-ZlcI,TOMS,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Not Available,43.99,43.99,TRUE,USD,Women
14979,AVpe6Lqy1cnluZ0-ZlcI,TOMS,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Not Available,48.0,48.0,FALSE,USD,Women
14992,AVpfYJ-l1cnluZ0-jr7u,Nine West,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Silver,70.0,70.0,FALSE,USD,Women
14993,AVpfYJ-l1cnluZ0-jr7u,Nine West,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Silver,41.99,41.99,TRUE,USD,Women
14998,AVpe6uYkLJeJML43yQ1V,TOMS,"Women's Casual Shoes,Shoes,Clothing,Women's Shoes",Not Available,42.02,42.02,FALSE,USD,Women
14999,AVpe6uYkLJeJML43yQ1V,TOMS,"Women's Casual Shoes,Shoes,Clothing,Women's Shoes",Not Available,42.01,42.01,FALSE,USD,Women
15000,AVpe6uYkLJeJML43yQ1V,TOMS,"Women's Casual Shoes,Shoes,Clothing,Women's Shoes",Not Available,53.84,53.84,FALSE,USD,Women
15010,AVpfXhpWLJeJML4379W5,Allegra K,"Luggage & Bags,Office Supplies,Home,Backpacks & Bags,School Supplies,Travel Bags,Backpacks,Bags & Accessories,Clothing, Shoes & Jewelry,Women's Accessories,Women's Messenger Bags & Backpacks",Not Available,14.99,14.99,FALSE,USD,Women
15011,AVpfXhpWLJeJML4379W5,Allegra K,"Luggage & Bags,Office Supplies,Home,Backpacks & Bags,School Supplies,Travel Bags,Backpacks,Bags & Accessories,Clothing, Shoes & Jewelry,Women's Accessories,Women's Messenger Bags & Backpacks",Not Available,6.99,6.99,TRUE,USD,Women
15016,AVpe5ZgtLJeJML43xxLm,TOMS,"Clothing,Shoes,Women's Shoes,Women's Boots",Amphora Burnished Suede,118.95,118.95,FALSE,USD,Women
15030,AVpfXPPBilAPnD_xabDv,Ralph Lauren,"Women,Sandals,Shoes",Tortoise,550.0,550.0,FALSE,USD,Women
15038,AVpfXRoZ1cnluZ0-ja8m,Jordan,"Women's Sandals,Shoes,Clothing,Women's Shoes",CharcoalInfrared White,35.0,35.0,FALSE,USD,Women
15039,AVpe5ms7LJeJML43x2HO,Ralph Lauren,"Women,Shoes,Boots",BlackBlack,299.99,299.99,TRUE,USD,Women
15040,AVpe5ms7LJeJML43x2HO,Ralph Lauren,"Women,Shoes,Boots",BlackBlack,525.0,525.0,FALSE,USD,Women
15056,AVpe--sALJeJML43zzLK,Unique Bargains,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Pink,10.14,10.14,TRUE,USD,Women
15057,AVpe--sALJeJML43zzLK,Unique Bargains,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Pink,20.99,20.99,FALSE,USD,Women
15071,AVpe6OXvilAPnD_xQpgc,Nike,"Clothing, Shoes & Accessories,Women's Clothing,Hosiery & Socks,Socks,See more 3 Pair Nike White Soft Dry Socks Crew Sx4700-1...",White,19.99,19.99,FALSE,USD,Women
15072,AVpe6OXvilAPnD_xQpgc,Nike,"Clothing, Shoes & Accessories,Women's Clothing,Hosiery & Socks,Socks,See more 3 Pair Nike White Soft Dry Socks Crew Sx4700-1...",White,21.99,21.99,FALSE,USD,Women
15073,AVpe6OXvilAPnD_xQpgc,Nike,"Clothing, Shoes & Accessories,Women's Clothing,Hosiery & Socks,Socks,See more 3 Pair Nike White Soft Dry Socks Crew Sx4700-1...",White,18.99,18.99,FALSE,USD,Women
15075,AVpe5tWfilAPnD_xQdE0,Nine West,"Clothing,Shoes,Women's Shoes,Women's Dress Shoes","Black Leather,Dark Green Suede,Natural Leather,Red Suede",59.99,59.99,FALSE,USD,Women
15080,AVpe5t2LilAPnD_xQdRE,Easy Spirit,"Clothing,Shoes,Women's Shoes,Women's Boots","Black,Brown",54.99,54.99,FALSE,USD,Women
15106,AVpe4QMQLJeJML43xUv3,Unique Bargains,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Red,16.28,16.28,TRUE,USD,Women
15107,AVpe4QMQLJeJML43xUv3,Unique Bargains,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Red,32.99,32.99,FALSE,USD,Women
15108,AVpe4QMQLJeJML43xUv3,Unique Bargains,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Red,31.85,31.85,TRUE,USD,Women
15109,AVpe4QMQLJeJML43xUv3,Unique Bargains,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Red,63.99,63.99,FALSE,USD,Women
15110,AVpe4QMQLJeJML43xUv3,Unique Bargains,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Red,35.13,35.13,TRUE,USD,Women
15111,AVpe4QMQLJeJML43xUv3,Unique Bargains,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Red,70.99,70.99,FALSE,USD,Women
15142,AVpe5hlMilAPnD_xQYpC,Easy Spirit,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Not Available,79.0,79.0,FALSE,USD,Women
15143,AVpe5hlMilAPnD_xQYpC,Easy Spirit,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Not Available,17.99,17.99,TRUE,USD,Women
15152,AVpfKvjyilAPnD_xWYsW,TOMS,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Not Available,48.0,48.0,FALSE,USD,Women
15153,AVpfKvjyilAPnD_xWYsW,TOMS,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Not Available,24.99,24.99,TRUE,USD,Women
15154,AVpfKvjyilAPnD_xWYsW,TOMS,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Not Available,25.99,25.99,TRUE,USD,Women
15162,AVpe5g9q1cnluZ0-ZVWA,Nine West,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Beige,42.99,42.99,TRUE,USD,Women
15163,AVpe5g9q1cnluZ0-ZVWA,Nine West,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Beige,79.0,79.0,FALSE,USD,Women
15171,AVpe4g0f1cnluZ0-Y80E,TOMS,"Women's Casual Shoes,Shoes,Women's Shoes,Clothing","Black,BlackWhite",69.0,69.0,FALSE,USD,Women
15172,AVpe4g0f1cnluZ0-Y80E,TOMS,"Women's Casual Shoes,Shoes,Women's Shoes,Clothing","Black,BlackWhite",47.9,47.9,FALSE,USD,Women
15173,AVpe4g0f1cnluZ0-Y80E,TOMS,"Women's Casual Shoes,Shoes,Women's Shoes,Clothing","Black,BlackWhite",48.9,48.9,FALSE,USD,Women
15174,AVpe4g0f1cnluZ0-Y80E,TOMS,"Women's Casual Shoes,Shoes,Women's Shoes,Clothing","Black,BlackWhite",53.91,53.91,TRUE,USD,Women
15176,AVpe5OPM1cnluZ0-ZOTd,Superior Glove Works,"Industrial,Tools & Home Improvement,Safety & Security,Work Safety Equipment & Gear,Work Gloves,Safety Work Gloves,Men's Work Gloves,Power Tools,Safety Apparel,Women's Workwear & Uniforms,Safety & Shop Gear,Workwear & Uniforms,Hand Tools,Clothing,Tools,Men's Clothing,Office Supplies,Women's Clothing,Women's Work Gloves,Gloves,Women's Workwear Accessories,Clothing, Shoes & Jewelry,Men's Workwear & Uniforms,Men's Workwear Accessories,Office Safety & Security",Not Available,31.89,31.89,FALSE,CAD,Women
15177,AVpe5OPM1cnluZ0-ZOTd,Superior Glove Works,"Industrial,Tools & Home Improvement,Safety & Security,Work Safety Equipment & Gear,Work Gloves,Safety Work Gloves,Men's Work Gloves,Power Tools,Safety Apparel,Women's Workwear & Uniforms,Safety & Shop Gear,Workwear & Uniforms,Hand Tools,Clothing,Tools,Men's Clothing,Office Supplies,Women's Clothing,Women's Work Gloves,Gloves,Women's Workwear Accessories,Clothing, Shoes & Jewelry,Men's Workwear & Uniforms,Men's Workwear Accessories,Office Safety & Security",Not Available,104.02,104.02,TRUE,USD,Women
15178,AVpe5OPM1cnluZ0-ZOTd,Superior Glove Works,"Industrial,Tools & Home Improvement,Safety & Security,Work Safety Equipment & Gear,Work Gloves,Safety Work Gloves,Men's Work Gloves,Power Tools,Safety Apparel,Women's Workwear & Uniforms,Safety & Shop Gear,Workwear & Uniforms,Hand Tools,Clothing,Tools,Men's Clothing,Office Supplies,Women's Clothing,Women's Work Gloves,Gloves,Women's Workwear Accessories,Clothing, Shoes & Jewelry,Men's Workwear & Uniforms,Men's Workwear Accessories,Office Safety & Security",Not Available,114.31,114.31,FALSE,USD,Women
15184,AVpfKpj11cnluZ0-fUyH,Unique Bargains,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Not Available,16.71,16.71,TRUE,USD,Women
15185,AVpfKpj11cnluZ0-fUyH,Unique Bargains,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Not Available,33.99,33.99,FALSE,USD,Women
15193,AVpfKsh-ilAPnD_xWXvJ,MUK LUKS,"Shoes,Women's Shoes,Clothing,All Women's Shoes","Grey,Moccasin",77.0,77.0,FALSE,USD,Women
15194,AVpfKsh-ilAPnD_xWXvJ,MUK LUKS,"Shoes,Women's Shoes,Clothing,All Women's Shoes","Grey,Moccasin",83.95,83.95,FALSE,USD,Women
15197,AVpe4irIilAPnD_xQAq8,Nike,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Not Available,69.15,69.15,TRUE,USD,Women
15198,AVpe4irIilAPnD_xQAq8,Nike,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Not Available,85.0,85.0,FALSE,USD,Women
15206,AVpfKiL6ilAPnD_xWUeP,Ralph Lauren,"Women,Shoes,Boots","Black,Brown",395.0,395.0,FALSE,USD,Women
15207,AVpfKiL6ilAPnD_xWUeP,Ralph Lauren,"Women,Shoes,Boots","Black,Brown",199.99,199.99,TRUE,USD,Women
15208,AVpfKiL6ilAPnD_xWUeP,Ralph Lauren,"Women,Shoes,Boots","Black,Brown",395.0,395.0,FALSE,USD,Women
15209,AVpfKiL6ilAPnD_xWUeP,Ralph Lauren,"Women,Shoes,Boots","Black,Brown",395.0,395.0,FALSE,USD,Women
15210,AVpfKiL6ilAPnD_xWUeP,Ralph Lauren,"Women,Shoes,Boots","Black,Brown",395.0,395.0,FALSE,USD,Women
15211,AVpfKiL6ilAPnD_xWUeP,Ralph Lauren,"Women,Shoes,Boots","Black,Brown",395.0,395.0,FALSE,USD,Women
15212,AVpfKiL6ilAPnD_xWUeP,Ralph Lauren,"Women,Shoes,Boots","Black,Brown",395.0,395.0,FALSE,USD,Women
15213,AVpfKiL6ilAPnD_xWUeP,Ralph Lauren,"Women,Shoes,Boots","Black,Brown",395.0,395.0,FALSE,USD,Women
15214,AVpfKiL6ilAPnD_xWUeP,Ralph Lauren,"Women,Shoes,Boots","Black,Brown",395.0,395.0,FALSE,USD,Women
15215,AVpfKiL6ilAPnD_xWUeP,Ralph Lauren,"Women,Shoes,Boots","Black,Brown",395.0,395.0,FALSE,USD,Women
15216,AVpfKiL6ilAPnD_xWUeP,Ralph Lauren,"Women,Shoes,Boots","Black,Brown",395.0,395.0,FALSE,USD,Women
15217,AVpfKiL6ilAPnD_xWUeP,Ralph Lauren,"Women,Shoes,Boots","Black,Brown",395.0,395.0,FALSE,USD,Women
15218,AVpfKiL6ilAPnD_xWUeP,Ralph Lauren,"Women,Shoes,Boots","Black,Brown",395.0,395.0,FALSE,USD,Women
15219,AVpfKiL6ilAPnD_xWUeP,Ralph Lauren,"Women,Shoes,Boots","Black,Brown",395.0,395.0,FALSE,USD,Women
15220,AVpfKiL6ilAPnD_xWUeP,Ralph Lauren,"Women,Shoes,Boots","Black,Brown",395.0,395.0,FALSE,USD,Women
15221,AVpfKiL6ilAPnD_xWUeP,Ralph Lauren,"Women,Shoes,Boots","Black,Brown",395.0,395.0,FALSE,USD,Women
15222,AVpfKiL6ilAPnD_xWUeP,Ralph Lauren,"Women,Shoes,Boots","Black,Brown",395.0,395.0,FALSE,USD,Women
15223,AVpfKiL6ilAPnD_xWUeP,Ralph Lauren,"Women,Shoes,Boots","Black,Brown",395.0,395.0,FALSE,USD,Women
15224,AVpfKiL6ilAPnD_xWUeP,Ralph Lauren,"Women,Shoes,Boots","Black,Brown",395.0,395.0,FALSE,USD,Women
15225,AVpfKiL6ilAPnD_xWUeP,Ralph Lauren,"Women,Shoes,Boots","Black,Brown",395.0,395.0,FALSE,USD,Women
15226,AVpfKiL6ilAPnD_xWUeP,Ralph Lauren,"Women,Shoes,Boots","Black,Brown",395.0,395.0,FALSE,USD,Women
15227,AVpfKiL6ilAPnD_xWUeP,Ralph Lauren,"Women,Shoes,Boots","Black,Brown",395.0,395.0,FALSE,USD,Women
15228,AVpfKiL6ilAPnD_xWUeP,Ralph Lauren,"Women,Shoes,Boots","Black,Brown",395.0,395.0,FALSE,USD,Women
15229,AVpfKiL6ilAPnD_xWUeP,Ralph Lauren,"Women,Shoes,Boots","Black,Brown",395.0,395.0,FALSE,USD,Women
15230,AVpfKiL6ilAPnD_xWUeP,Ralph Lauren,"Women,Shoes,Boots","Black,Brown",395.0,395.0,FALSE,USD,Women
15231,AVpfKiL6ilAPnD_xWUeP,Ralph Lauren,"Women,Shoes,Boots","Black,Brown",395.0,395.0,FALSE,USD,Women
15232,AVpfKiL6ilAPnD_xWUeP,Ralph Lauren,"Women,Shoes,Boots","Black,Brown",395.0,395.0,FALSE,USD,Women
15233,AVpfKiL6ilAPnD_xWUeP,Ralph Lauren,"Women,Shoes,Boots","Black,Brown",395.0,395.0,FALSE,USD,Women
15259,AVpe-pqGLJeJML43zry0,Nike,"Clothing,Shoes,Women's Shoes,Women's Athletic Shoes",WhitePure PlatinumVoltVivid Blue,69.05,69.05,TRUE,USD,Women
15260,AVpe-pqGLJeJML43zry0,Nike,"Clothing,Shoes,Women's Shoes,Women's Athletic Shoes",WhitePure PlatinumVoltVivid Blue,69.05,69.05,FALSE,USD,Women
15270,AVpe4Sv3ilAPnD_xP6Ue,Easy Spirit,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Not Available,62.99,62.99,TRUE,USD,Women
15271,AVpe4Sv3ilAPnD_xP6Ue,Easy Spirit,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Not Available,74.98,74.98,TRUE,USD,Women
15272,AVpe4Sv3ilAPnD_xP6Ue,Easy Spirit,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Not Available,79.0,79.0,FALSE,USD,Women
15274,AVpe8CEjilAPnD_xRTee,TOMS,"Shoes,Women's Boots,Clothing,Women's Shoes",Pink SuedeMix,69.9,69.9,FALSE,USD,Women
15293,AVpe6NwiilAPnD_xQpRe,Allegra K,"Shoes,Women's Shoes,Clothing,All Women's Shoes","Black,Pink,White",34.85,34.85,TRUE,USD,Women
15294,AVpe6NwiilAPnD_xQpRe,Allegra K,"Shoes,Women's Shoes,Clothing,All Women's Shoes","Black,Pink,White",69.99,69.99,FALSE,USD,Women
15295,AVpe9T4tilAPnD_xRxS_,TOMS,"Clothing,Shoes,Women's Shoes,Women's Boots",Rawhide,96.03,96.03,FALSE,USD,Women
15296,AVpe9T4tilAPnD_xRxS_,TOMS,"Clothing,Shoes,Women's Shoes,Women's Boots",Rawhide,98.0,98.0,FALSE,USD,Women
15297,AVpe9T4tilAPnD_xRxS_,TOMS,"Clothing,Shoes,Women's Shoes,Women's Boots",Rawhide,88.16,88.16,FALSE,USD,Women
15300,AVpe8IMq1cnluZ0-aS5N,TOMS,"Women's Casual Shoes,Shoes,Clothing,Women's Shoes",Red Textured Diamond,63.92,63.92,FALSE,USD,Women
15301,AVpe8IMq1cnluZ0-aS5N,TOMS,"Women's Casual Shoes,Shoes,Clothing,Women's Shoes",Red Textured Diamond,50.82,50.82,FALSE,USD,Women
15317,AVpfIvaJ1cnluZ0-esZM,TOMS,"Women,Shoes Under $100,Boots & Booties",Not Available,73.5,73.5,FALSE,USD,Women
15336,AVpe8MXj1cnluZ0-aUWg,MUK LUKS,"Women's Slippers,Shoes,Women's Shoes,Clothing",Brown Marl,19.0,19.0,FALSE,USD,Women
15337,AVpe8MXj1cnluZ0-aUWg,MUK LUKS,"Women's Slippers,Shoes,Women's Shoes,Clothing",Brown Marl,19.0,19.0,FALSE,USD,Women
15357,AVpfThD4LJeJML436r_M,New Balance,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Orange,115.0,115.0,FALSE,USD,Women
15358,AVpfThD4LJeJML436r_M,New Balance,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Orange,24.99,24.99,TRUE,USD,Women
15359,AVpfThD4LJeJML436r_M,New Balance,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Orange,27.99,27.99,TRUE,USD,Women
15360,AVpfThD4LJeJML436r_M,New Balance,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Orange,23.99,23.99,TRUE,USD,Women
15370,AVpfKBzS1cnluZ0-fH2H,Nike,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Black,47.99,47.99,TRUE,USD,Women
15371,AVpfKBzS1cnluZ0-fH2H,Nike,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Black,90.0,90.0,FALSE,USD,Women
15372,AVpfKBzS1cnluZ0-fH2H,Nike,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Black,25.99,25.99,TRUE,USD,Women
15383,AVpfKD-wilAPnD_xWKoQ,Nine West,"Clothing,Shoes,Women's Shoes,Women's Sandals",Not Available,36.59,36.59,FALSE,USD,Women
15403,AVpe8YxyLJeJML43y3Fq,Unique Bargains,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Pink,9.08,9.08,TRUE,USD,Women
15404,AVpe8YxyLJeJML43y3Fq,Unique Bargains,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Pink,18.99,18.99,FALSE,USD,Women
15423,AVpe6AjdLJeJML43x_vD,Unique Bargains,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Red,9.05,9.05,TRUE,USD,Women
15424,AVpe6AjdLJeJML43x_vD,Unique Bargains,"Shoes,Women's Shoes,Clothing,All Women's Shoes",Red,18.99,18.99,FALSE,USD,Women
15427,AVpe3xdzilAPnD_xPssw,Nike,"Clothing, Shoes & Accessories,Women's Shoes,Athletic",Multi-Color,69.99,69.99,FALSE,USD,Women
15469,AVpfWiHb1cnluZ0-jMsn,VANS,"Women's Athletic Shoes,Shoes,Women's Shoes,Clothing",CantaloupeTrue White,55.0,55.0,FALSE,USD,Women
15470,AVpfWiHb1cnluZ0-jMsn,VANS,"Women's Athletic Shoes,Shoes,Women's Shoes,Clothing",CantaloupeTrue White,46.06,46.06,FALSE,USD,Women
15471,AVpfWiHb1cnluZ0-jMsn,VANS,"Women's Athletic Shoes,Shoes,Women's Shoes,Clothing",CantaloupeTrue White,54.8,54.8,FALSE,USD,Women
15474,AVpfD7qK1cnluZ0-dDFp,Nike,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Not Available,59.0,102.9,FALSE,USD,Women
15475,AVpfD7qK1cnluZ0-dDFp,Nike,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Not Available,59.0,99.99,FALSE,USD,Women
15476,AVpfD7qK1cnluZ0-dDFp,Nike,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Not Available,110.0,110.0,FALSE,USD,Women
15477,AVpfD7qK1cnluZ0-dDFp,Nike,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Not Available,73.99,102.9,FALSE,USD,Women
15478,AVpfD7qK1cnluZ0-dDFp,Nike,"Shoes,Clothing,Women's Shoes,All Women's Shoes",Not Available,111.85,111.85,FALSE,USD,Women
